ticket_id_pk,pedido_id,cliente_id,nome_cliente,produto_id,nome_produto,categoria_problema,data_abertura,data_resolucao,status
1119,8242,2571,Igor Dias,125,Chocolates 125,defeito,2023-08-25,,aberto
1119,8242,2571,Igor Dias,195,Acessórios 195,defeito,2023-08-25,,aberto
1120,6734,128,Hanna Fernandes,28,Camisetas 28,defeito,2024-04-09,,aberto
1120,6734,128,Hanna Fernandes,44,Acessórios 44,defeito,2024-04-09,,aberto
1120,6734,128,Hanna Fernandes,142,Material Escolar 142,defeito,2024-04-09,,aberto
1121,1976,2594,Xênia Andrade,54,Luminárias 54,troca,2024-09-06,2024-09-07,resolvido
1122,1055,1918,Carlos Gomes,164,Camisetas 164,atraso,2023-04-21,2023-05-09,resolvido
1123,13057,2529,Sérgio Pereira,68,Vasos 68,dúvida,2023-06-10,2023-06-14,resolvido
1123,13057,2529,Sérgio Pereira,185,Smart TVs 185,dúvida,2023-06-10,2023-06-14,resolvido
1124,8743,624,Ursula Cunha,170,Equipamentos de Academia 170,dúvida,2024-07-04,,escalado
1124,8743,624,Ursula Cunha,81,Equipamentos de Academia 81,dúvida,2024-07-04,,escalado
1124,8743,624,Ursula Cunha,198,Vitaminas 198,dúvida,2024-07-04,,escalado
1124,8743,624,Ursula Cunha,65,Quadros 65,dúvida,2024-07-04,,escalado
1125,7345,431,Caio Neves,186,Quadros 186,defeito,2023-11-02,2023-11-07,resolvido
1125,7345,431,Caio Neves,159,Cadeirinhas 159,defeito,2023-11-02,2023-11-07,resolvido
1125,7345,431,Caio Neves,172,Notebooks 172,defeito,2023-11-02,2023-11-07,resolvido
1126,8040,1921,Ursula Castro,44,Acessórios 44,defeito,2023-12-07,2023-12-15,resolvido
1126,8040,1921,Ursula Castro,106,Vitaminas 106,defeito,2023-12-07,2023-12-15,resolvido
1126,8040,1921,Ursula Castro,169,Quadros 169,defeito,2023-12-07,2023-12-15,resolvido
1127,1883,1529,Thiago Esteves,3,Notebooks 3,dúvida,2024-09-10,,escalado
1127,1883,1529,Thiago Esteves,32,Calças 32,dúvida,2024-09-10,,escalado
1127,1883,1529,Thiago Esteves,38,Vestidos 38,dúvida,2024-09-10,,escalado
1128,4655,1295,Nelson Barbosa,74,Bicicletas 74,dúvida,2024-08-03,2024-08-06,resolvido
1128,4655,1295,Nelson Barbosa,91,Cosméticos 91,dúvida,2024-08-03,2024-08-06,resolvido
1129,13427,2176,Helena Santos,143,Material Escolar 143,defeito,2023-12-09,,aberto
1130,10361,900,Ulisses Azevedo,189,Vinhos 189,troca,2023-01-29,2023-02-04,resolvido
1130,10361,900,Ulisses Azevedo,42,Acessórios 42,troca,2023-01-29,2023-02-04,resolvido
1130,10361,900,Ulisses Azevedo,128,Livros Técnicos 128,troca,2023-01-29,2023-02-04,resolvido
1131,2668,2488,Joana Santos,25,Câmeras 25,defeito,2023-02-22,,escalado
1132,14483,248,Guilherme Araújo,79,Tênis Esportivo 79,dúvida,2024-08-09,2024-08-10,resolvido
1132,14483,248,Guilherme Araújo,6,Notebooks 6,dúvida,2024-08-09,2024-08-10,resolvido
1132,14483,248,Guilherme Araújo,16,Fones de Ouvido 16,dúvida,2024-08-09,2024-08-10,resolvido
1133,2263,1709,Sandra Cunha,1,Smartphones 1,atraso,2023-03-25,,escalado
1133,2263,1709,Sandra Cunha,63,Quadros 63,atraso,2023-03-25,,escalado
1133,2263,1709,Sandra Cunha,90,Natação 90,atraso,2023-03-25,,escalado
1133,2263,1709,Sandra Cunha,176,Fones de Ouvido 176,atraso,2023-03-25,,escalado
1134,12821,1565,Yasmin Barbosa,77,Tênis Esportivo 77,atraso,2024-11-20,2024-11-30,resolvido
1134,12821,1565,Yasmin Barbosa,109,Vitaminas 109,atraso,2024-11-20,2024-11-30,resolvido
1135,10222,404,Joana Fernandes,112,Cafés 112,troca,2023-11-15,2023-11-22,resolvido
1136,13903,210,Wanessa Ferreira,29,Camisetas 29,defeito,2024-09-13,2024-09-21,resolvido
1137,13177,1259,Vera Souza,167,Tênis Esportivo 167,atraso,2023-11-29,,escalado
1137,13177,1259,Vera Souza,53,Luminárias 53,atraso,2023-11-29,,escalado
1137,13177,1259,Vera Souza,118,Chás 118,atraso,2023-11-29,,escalado
1137,13177,1259,Vera Souza,37,Vestidos 37,atraso,2023-11-29,,escalado
1138,7681,317,Diana Moreira,136,Agendas 136,dúvida,2024-05-29,,escalado
1138,7681,317,Diana Moreira,60,Tapetes 60,dúvida,2024-05-29,,escalado
1139,3440,999,Eduardo Andrade,164,Camisetas 164,defeito,2023-07-19,2023-07-23,resolvido
1139,3440,999,Eduardo Andrade,194,Suplementos 194,defeito,2023-07-19,2023-07-23,resolvido
1139,3440,999,Eduardo Andrade,184,Luminárias 184,defeito,2023-07-19,2023-07-23,resolvido
1139,3440,999,Eduardo Andrade,134,Literatura 134,defeito,2023-07-19,2023-07-23,resolvido
1139,3440,999,Eduardo Andrade,123,Vinhos 123,defeito,2023-07-19,2023-07-23,resolvido
1140,5213,1195,Paulo Figueiredo,67,Vasos 67,defeito,2023-11-26,,escalado
1140,5213,1195,Paulo Figueiredo,26,Câmeras 26,defeito,2023-11-26,,escalado
1140,5213,1195,Paulo Figueiredo,161,Câmeras 161,defeito,2023-11-26,,escalado
1141,7810,514,Olívia Ferreira,93,Cosméticos 93,cobrança,2023-03-24,,aberto
1141,7810,514,Olívia Ferreira,64,Quadros 64,cobrança,2023-03-24,,aberto
1141,7810,514,Olívia Ferreira,39,Calçados 39,cobrança,2023-03-24,,aberto
1142,2192,2473,Diana Carvalho,128,Livros Técnicos 128,cobrança,2023-03-03,2023-03-12,resolvido
1142,2192,2473,Diana Carvalho,144,Fraldas 144,cobrança,2023-03-03,2023-03-12,resolvido
1142,2192,2473,Diana Carvalho,185,Smart TVs 185,cobrança,2023-03-03,2023-03-12,resolvido
1142,2192,2473,Diana Carvalho,39,Calçados 39,cobrança,2023-03-03,2023-03-12,resolvido
1142,2192,2473,Diana Carvalho,179,Luminárias 179,cobrança,2023-03-03,2023-03-12,resolvido
1143,5630,2579,Bruno Alves,58,Luminárias 58,atraso,2023-12-09,2023-12-17,resolvido
1144,13771,354,Mariana Moreira,35,Calças 35,dúvida,2024-07-01,2024-07-04,resolvido
1144,13771,354,Mariana Moreira,195,Acessórios 195,dúvida,2024-07-01,2024-07-04,resolvido
1144,13771,354,Mariana Moreira,21,Smart TVs 21,dúvida,2024-07-01,2024-07-04,resolvido
1145,1934,269,Patrícia Costa,94,Cosméticos 94,cobrança,2023-07-12,2023-07-14,resolvido
1145,1934,269,Patrícia Costa,121,Vinhos 121,cobrança,2023-07-12,2023-07-14,resolvido
1145,1934,269,Patrícia Costa,118,Chás 118,cobrança,2023-07-12,2023-07-14,resolvido
1145,1934,269,Patrícia Costa,135,Agendas 135,cobrança,2023-07-12,2023-07-14,resolvido
1145,1934,269,Patrícia Costa,129,Livros Técnicos 129,cobrança,2023-07-12,2023-07-14,resolvido
1145,1934,269,Patrícia Costa,96,Cosméticos 96,cobrança,2023-07-12,2023-07-14,resolvido
1146,12881,98,Bruno Ferreira,103,Cuidados com a Pele 103,atraso,2024-12-29,2025-01-16,resolvido
1147,3289,2376,Igor Almeida,99,Perfumes 99,atraso,2023-09-05,,escalado
1148,1767,1757,Olívia Freitas,178,Câmeras 178,defeito,2024-01-27,2024-02-05,resolvido
1148,1767,1757,Olívia Freitas,86,Camping 86,defeito,2024-01-27,2024-02-05,resolvido
1149,5480,1716,Guilherme Oliveira,152,Roupas Infantis 152,troca,2023-02-05,2023-02-13,resolvido
1149,5480,1716,Guilherme Oliveira,106,Vitaminas 106,troca,2023-02-05,2023-02-13,resolvido
1149,5480,1716,Guilherme Oliveira,146,Fraldas 146,troca,2023-02-05,2023-02-13,resolvido
1149,5480,1716,Guilherme Oliveira,175,Calçados 175,troca,2023-02-05,2023-02-13,resolvido
1149,5480,1716,Guilherme Oliveira,110,Vitaminas 110,troca,2023-02-05,2023-02-13,resolvido
1150,14346,1849,Juliana Lima,149,Fraldas 149,cobrança,2023-05-17,2023-05-19,resolvido
1150,14346,1849,Juliana Lima,66,Quadros 66,cobrança,2023-05-17,2023-05-19,resolvido
1150,14346,1849,Juliana Lima,198,Vitaminas 198,cobrança,2023-05-17,2023-05-19,resolvido
1151,10483,538,Vinicius Souza,97,Perfumes 97,dúvida,2023-12-17,,aberto
1151,10483,538,Vinicius Souza,132,Literatura 132,dúvida,2023-12-17,,aberto
1151,10483,538,Vinicius Souza,58,Luminárias 58,dúvida,2023-12-17,,aberto
1152,1457,1698,Igor Duarte,15,Fones de Ouvido 15,defeito,2023-05-25,2023-05-28,resolvido
1152,1457,1698,Igor Duarte,67,Vasos 67,defeito,2023-05-25,2023-05-28,resolvido
1152,1457,1698,Igor Duarte,155,Roupas Infantis 155,defeito,2023-05-25,2023-05-28,resolvido
1153,12287,288,Joana Nascimento,189,Vinhos 189,dúvida,2023-09-03,2023-09-09,resolvido
1153,12287,288,Joana Nascimento,181,Fraldas 181,dúvida,2023-09-03,2023-09-09,resolvido
1154,7934,1663,Natália Rocha,146,Fraldas 146,defeito,2023-03-15,,aberto
1155,10751,1387,Hanna Silva,87,Camping 87,troca,2024-09-13,2024-09-16,resolvido
1155,10751,1387,Hanna Silva,65,Quadros 65,troca,2024-09-13,2024-09-16,resolvido
1156,13239,597,Olívia Souza,142,Material Escolar 142,cobrança,2024-10-14,2024-10-20,resolvido
1157,7546,2189,Beatriz Rodrigues,87,Camping 87,dúvida,2023-03-24,2023-03-29,resolvido
1157,7546,2189,Beatriz Rodrigues,175,Calçados 175,dúvida,2023-03-24,2023-03-29,resolvido
1157,7546,2189,Beatriz Rodrigues,61,Tapetes 61,dúvida,2023-03-24,2023-03-29,resolvido
1157,7546,2189,Beatriz Rodrigues,198,Vitaminas 198,dúvida,2023-03-24,2023-03-29,resolvido
1157,7546,2189,Beatriz Rodrigues,140,Material Escolar 140,dúvida,2023-03-24,2023-03-29,resolvido
1158,9042,888,Natália Figueiredo,156,Roupas Infantis 156,atraso,2023-09-30,2023-10-05,resolvido
1158,9042,888,Natália Figueiredo,59,Tapetes 59,atraso,2023-09-30,2023-10-05,resolvido
1158,9042,888,Natália Figueiredo,11,Fones de Ouvido 11,atraso,2023-09-30,2023-10-05,resolvido
1159,13022,1208,Diana Martins,45,Acessórios 45,atraso,2023-11-15,,aberto
1159,13022,1208,Diana Martins,104,Suplementos 104,atraso,2023-11-15,,aberto
1160,6617,595,Zélia Oliveira,98,Perfumes 98,atraso,2023-11-25,,aberto
1161,919,604,Sérgio Martins,139,Material Escolar 139,dúvida,2023-12-07,,escalado
1161,919,604,Sérgio Martins,153,Roupas Infantis 153,dúvida,2023-12-07,,escalado
1162,69,1352,Rafael Moreira,139,Material Escolar 139,cobrança,2024-08-01,,aberto
1162,69,1352,Rafael Moreira,110,Vitaminas 110,cobrança,2024-08-01,,aberto
1163,1256,2835,Bruno Azevedo,90,Natação 90,atraso,2024-03-23,,aberto
1164,9487,1322,Yara Lima,87,Camping 87,dúvida,2023-06-26,2023-06-29,resolvido
1165,4861,1230,Flávia Pinto,174,Smartphones 174,defeito,2023-12-02,2023-12-11,resolvido
1166,10667,1979,Elton Fernandes,58,Luminárias 58,dúvida,2023-05-06,,escalado
1166,10667,1979,Elton Fernandes,87,Camping 87,dúvida,2023-05-06,,escalado
1166,10667,1979,Elton Fernandes,127,Snacks Saudáveis 127,dúvida,2023-05-06,,escalado
1166,10667,1979,Elton Fernandes,84,Equipamentos de Academia 84,dúvida,2023-05-06,,escalado
1166,10667,1979,Elton Fernandes,23,Câmeras 23,dúvida,2023-05-06,,escalado
1166,10667,1979,Elton Fernandes,138,Agendas 138,dúvida,2023-05-06,,escalado
1167,2490,362,Leonardo Cavalcanti,126,Snacks Saudáveis 126,troca,2023-10-19,,escalado
1167,2490,362,Leonardo Cavalcanti,58,Luminárias 58,troca,2023-10-19,,escalado
1167,2490,362,Leonardo Cavalcanti,27,Câmeras 27,troca,2023-10-19,,escalado
1167,2490,362,Leonardo Cavalcanti,148,Fraldas 148,troca,2023-10-19,,escalado
1168,6988,2741,Nelson Rocha,88,Camping 88,atraso,2024-11-08,2024-11-14,resolvido
1168,6988,2741,Nelson Rocha,47,Roupas Íntimas 47,atraso,2024-11-08,2024-11-14,resolvido
1169,6674,1414,Sérgio Lopes,165,Tapetes 165,defeito,2024-03-17,2024-03-19,resolvido
1170,7723,732,Marcos Araújo,69,Utensílios 69,cobrança,2024-10-06,2024-10-07,resolvido
1170,7723,732,Marcos Araújo,131,Literatura 131,cobrança,2024-10-06,2024-10-07,resolvido
1170,7723,732,Marcos Araújo,142,Material Escolar 142,cobrança,2024-10-06,2024-10-07,resolvido
1171,7045,2951,Renata Almeida,142,Material Escolar 142,troca,2024-05-18,2024-05-23,resolvido
1171,7045,2951,Renata Almeida,1,Smartphones 1,troca,2024-05-18,2024-05-23,resolvido
1171,7045,2951,Renata Almeida,185,Smart TVs 185,troca,2024-05-18,2024-05-23,resolvido
1172,3644,485,Patrícia Rodrigues,131,Literatura 131,dúvida,2023-03-18,2023-03-21,resolvido
1172,3644,485,Patrícia Rodrigues,185,Smart TVs 185,dúvida,2023-03-18,2023-03-21,resolvido
1172,3644,485,Patrícia Rodrigues,96,Cosméticos 96,dúvida,2023-03-18,2023-03-21,resolvido
1173,4860,2196,Paulo Lima,68,Vasos 68,troca,2023-10-10,2023-10-12,resolvido
1173,4860,2196,Paulo Lima,98,Perfumes 98,troca,2023-10-10,2023-10-12,resolvido
1174,999,2912,Vera Ribeiro,26,Câmeras 26,cobrança,2023-11-21,2023-11-27,resolvido
1174,999,2912,Vera Ribeiro,53,Luminárias 53,cobrança,2023-11-21,2023-11-27,resolvido
1174,999,2912,Vera Ribeiro,156,Roupas Infantis 156,cobrança,2023-11-21,2023-11-27,resolvido
1175,3041,709,Ivan Figueiredo,131,Literatura 131,atraso,2024-09-15,2024-09-25,resolvido
1175,3041,709,Ivan Figueiredo,184,Luminárias 184,atraso,2024-09-15,2024-09-25,resolvido
1175,3041,709,Ivan Figueiredo,172,Notebooks 172,atraso,2024-09-15,2024-09-25,resolvido
1176,13298,295,Wagner Castro,123,Vinhos 123,cobrança,2023-04-18,2023-04-26,resolvido
1176,13298,295,Wagner Castro,106,Vitaminas 106,cobrança,2023-04-18,2023-04-26,resolvido
1176,13298,295,Wagner Castro,174,Smartphones 174,cobrança,2023-04-18,2023-04-26,resolvido
1177,12516,248,Guilherme Araújo,69,Utensílios 69,atraso,2023-07-11,,aberto
1177,12516,248,Guilherme Araújo,44,Acessórios 44,atraso,2023-07-11,,aberto
1178,13857,1082,Yasmin Barbosa,32,Calças 32,cobrança,2023-06-17,2023-06-21,resolvido
1178,13857,1082,Yasmin Barbosa,128,Livros Técnicos 128,cobrança,2023-06-17,2023-06-21,resolvido
1179,7737,2900,Vinicius Carvalho,158,Cadeirinhas 158,defeito,2023-03-27,,escalado
1180,4807,1388,Olívia Silva,19,Smart TVs 19,defeito,2024-11-15,,aberto
1180,4807,1388,Olívia Silva,44,Acessórios 44,defeito,2024-11-15,,aberto
1180,4807,1388,Olívia Silva,73,Bicicletas 73,defeito,2024-11-15,,aberto
1181,4751,2548,Renata Barbosa,144,Fraldas 144,defeito,2023-03-25,,aberto
1182,14119,1503,Helena Nascimento,113,Cafés 113,troca,2023-03-20,2023-03-28,resolvido
1182,14119,1503,Helena Nascimento,74,Bicicletas 74,troca,2023-03-20,2023-03-28,resolvido
1182,14119,1503,Helena Nascimento,200,Luminárias 200,troca,2023-03-20,2023-03-28,resolvido
1182,14119,1503,Helena Nascimento,109,Vitaminas 109,troca,2023-03-20,2023-03-28,resolvido
1183,8678,2421,Eduardo Lopes,15,Fones de Ouvido 15,atraso,2023-10-08,2023-10-14,resolvido
1183,8678,2421,Eduardo Lopes,188,Vitaminas 188,atraso,2023-10-08,2023-10-14,resolvido
1184,144,728,Joana Nascimento,52,Móveis 52,dúvida,2023-11-18,2023-11-28,resolvido
1185,13854,2338,Kleber Souza,2,Smartphones 2,atraso,2024-07-25,,escalado
1185,13854,2338,Kleber Souza,168,Luminárias 168,atraso,2024-07-25,,escalado
1185,13854,2338,Kleber Souza,116,Chás 116,atraso,2024-07-25,,escalado
1186,8259,2229,Joana Pereira,162,Cuidados com a Pele 162,troca,2024-10-19,,escalado
1187,11767,1693,Helena Pereira,186,Quadros 186,cobrança,2024-06-15,,aberto
1188,3179,166,Igor Azevedo,129,Livros Técnicos 129,cobrança,2024-01-04,,escalado
1189,14985,458,Ulisses Barbosa,141,Material Escolar 141,defeito,2023-12-13,2023-12-20,resolvido
1190,6772,1297,Guilherme Silva,140,Material Escolar 140,atraso,2024-10-24,2024-11-06,resolvido
1190,6772,1297,Guilherme Silva,97,Perfumes 97,atraso,2024-10-24,2024-11-06,resolvido
1190,6772,1297,Guilherme Silva,43,Acessórios 43,atraso,2024-10-24,2024-11-06,resolvido
1190,6772,1297,Guilherme Silva,5,Notebooks 5,atraso,2024-10-24,2024-11-06,resolvido
1190,6772,1297,Guilherme Silva,129,Livros Técnicos 129,atraso,2024-10-24,2024-11-06,resolvido
1190,6772,1297,Guilherme Silva,180,Livros Técnicos 180,atraso,2024-10-24,2024-11-06,resolvido
1191,9270,2344,Ivan Sousa,108,Vitaminas 108,cobrança,2024-03-16,,escalado
1191,9270,2344,Ivan Sousa,52,Móveis 52,cobrança,2024-03-16,,escalado
1191,9270,2344,Ivan Sousa,190,Camisetas 190,cobrança,2024-03-16,,escalado
1191,9270,2344,Ivan Sousa,30,Camisetas 30,cobrança,2024-03-16,,escalado
1191,9270,2344,Ivan Sousa,77,Tênis Esportivo 77,cobrança,2024-03-16,,escalado
1192,6383,2830,Yara Freitas,6,Notebooks 6,atraso,2023-08-26,,escalado
1192,6383,2830,Yara Freitas,196,Calçados 196,atraso,2023-08-26,,escalado
1192,6383,2830,Yara Freitas,178,Câmeras 178,atraso,2023-08-26,,escalado
1192,6383,2830,Yara Freitas,103,Cuidados com a Pele 103,atraso,2023-08-26,,escalado
1193,11113,2514,Amanda Barbosa,8,Notebooks 8,dúvida,2023-12-04,,escalado
1193,11113,2514,Amanda Barbosa,134,Literatura 134,dúvida,2023-12-04,,escalado
1193,11113,2514,Amanda Barbosa,103,Cuidados com a Pele 103,dúvida,2023-12-04,,escalado
1194,2557,2821,Kleber Moreira,15,Fones de Ouvido 15,defeito,2024-11-30,,escalado
1194,2557,2821,Kleber Moreira,34,Calças 34,defeito,2024-11-30,,escalado
1195,14301,291,Amanda Nascimento,164,Camisetas 164,troca,2023-11-17,,escalado
1195,14301,291,Amanda Nascimento,12,Fones de Ouvido 12,troca,2023-11-17,,escalado
1196,7392,1087,Fernanda Castro,136,Agendas 136,dúvida,2024-12-03,2024-12-05,resolvido
1197,4122,1858,Daniela Teixeira,185,Smart TVs 185,troca,2024-11-03,2024-11-08,resolvido
1197,4122,1858,Daniela Teixeira,123,Vinhos 123,troca,2024-11-03,2024-11-08,resolvido
1197,4122,1858,Daniela Teixeira,198,Vitaminas 198,troca,2024-11-03,2024-11-08,resolvido
1197,4122,1858,Daniela Teixeira,172,Notebooks 172,troca,2024-11-03,2024-11-08,resolvido
1198,8607,2141,Marcos Lopes,97,Perfumes 97,troca,2023-04-11,2023-04-16,resolvido
1198,8607,2141,Marcos Lopes,192,Agendas 192,troca,2023-04-11,2023-04-16,resolvido
1198,8607,2141,Marcos Lopes,142,Material Escolar 142,troca,2023-04-11,2023-04-16,resolvido
1199,12802,1378,Xavier Ribeiro,124,Chocolates 124,cobrança,2023-03-01,2023-03-11,resolvido
1199,12802,1378,Xavier Ribeiro,197,Literatura 197,cobrança,2023-03-01,2023-03-11,resolvido
1199,12802,1378,Xavier Ribeiro,189,Vinhos 189,cobrança,2023-03-01,2023-03-11,resolvido
1199,12802,1378,Xavier Ribeiro,9,Tablets 9,cobrança,2023-03-01,2023-03-11,resolvido
1199,12802,1378,Xavier Ribeiro,146,Fraldas 146,cobrança,2023-03-01,2023-03-11,resolvido
1199,12802,1378,Xavier Ribeiro,27,Câmeras 27,cobrança,2023-03-01,2023-03-11,resolvido
1200,7056,2608,Rafael Figueiredo,187,Cafés 187,defeito,2023-06-19,2023-06-29,resolvido
1200,7056,2608,Rafael Figueiredo,197,Literatura 197,defeito,2023-06-19,2023-06-29,resolvido
1200,7056,2608,Rafael Figueiredo,104,Suplementos 104,defeito,2023-06-19,2023-06-29,resolvido
1201,14621,2307,Yasmin Almeida,182,Equipamentos de Academia 182,atraso,2024-07-22,2024-08-11,resolvido
1202,4881,2175,Tânia Nascimento,55,Luminárias 55,atraso,2024-06-26,,aberto
1202,4881,2175,Tânia Nascimento,129,Livros Técnicos 129,atraso,2024-06-26,,aberto
1203,11400,465,Carlos Figueiredo,192,Agendas 192,dúvida,2023-12-07,,escalado
1203,11400,465,Carlos Figueiredo,85,Camping 85,dúvida,2023-12-07,,escalado
1204,10153,130,Wanessa Pinto,154,Roupas Infantis 154,atraso,2023-03-27,,aberto
1205,78,1994,Letícia Martins,42,Acessórios 42,troca,2023-09-06,2023-09-10,resolvido
1205,78,1994,Letícia Martins,157,Roupas Infantis 157,troca,2023-09-06,2023-09-10,resolvido
1206,2823,2113,Wagner Lopes,47,Roupas Íntimas 47,cobrança,2023-01-24,,escalado
1206,2823,2113,Wagner Lopes,15,Fones de Ouvido 15,cobrança,2023-01-24,,escalado
1206,2823,2113,Wagner Lopes,53,Luminárias 53,cobrança,2023-01-24,,escalado
1206,2823,2113,Wagner Lopes,140,Material Escolar 140,cobrança,2023-01-24,,escalado
1206,2823,2113,Wagner Lopes,54,Luminárias 54,cobrança,2023-01-24,,escalado
1207,11207,2785,Paulo Silva,185,Smart TVs 185,cobrança,2023-12-24,2024-01-03,resolvido
1207,11207,2785,Paulo Silva,34,Calças 34,cobrança,2023-12-24,2024-01-03,resolvido
1208,4240,2594,Xênia Andrade,145,Fraldas 145,dúvida,2024-06-14,2024-06-15,resolvido
1209,7615,968,Otávio Santos,76,Tênis Esportivo 76,troca,2023-11-17,,aberto
1209,7615,968,Otávio Santos,130,Literatura 130,troca,2023-11-17,,aberto
1210,8888,806,Elton Duarte,142,Material Escolar 142,defeito,2023-06-28,2023-07-03,resolvido
1210,8888,806,Elton Duarte,50,Móveis 50,defeito,2023-06-28,2023-07-03,resolvido
1211,2060,2887,Ulisses Santos,175,Calçados 175,cobrança,2023-11-30,,aberto
1211,2060,2887,Ulisses Santos,55,Luminárias 55,cobrança,2023-11-30,,aberto
1211,2060,2887,Ulisses Santos,4,Notebooks 4,cobrança,2023-11-30,,aberto
1212,13952,992,Caio Carvalho,7,Notebooks 7,defeito,2024-09-16,2024-09-24,resolvido
1213,6650,2994,Gabriel Lopes,5,Notebooks 5,cobrança,2023-12-20,2023-12-21,resolvido
1213,6650,2994,Gabriel Lopes,59,Tapetes 59,cobrança,2023-12-20,2023-12-21,resolvido
1214,5993,1826,Yasmin Neves,57,Luminárias 57,atraso,2024-12-21,2024-12-30,resolvido
1215,10096,443,Helena Pinto,192,Agendas 192,atraso,2023-07-17,2023-07-22,resolvido
1215,10096,443,Helena Pinto,200,Luminárias 200,atraso,2023-07-17,2023-07-22,resolvido
1215,10096,443,Helena Pinto,184,Luminárias 184,atraso,2023-07-17,2023-07-22,resolvido
1215,10096,443,Helena Pinto,42,Acessórios 42,atraso,2023-07-17,2023-07-22,resolvido
1216,3199,1903,Natália Nascimento,172,Notebooks 172,dúvida,2023-12-18,2023-12-28,resolvido
1217,7836,1028,Yasmin Barbosa,67,Vasos 67,defeito,2024-08-05,,escalado
1217,7836,1028,Yasmin Barbosa,119,Chás 119,defeito,2024-08-05,,escalado
1218,10099,825,Fernanda Teixeira,192,Agendas 192,dúvida,2024-07-11,,aberto
1219,4097,144,Elton Vieira,89,Natação 89,cobrança,2024-01-04,2024-01-11,resolvido
1219,4097,144,Elton Vieira,44,Acessórios 44,cobrança,2024-01-04,2024-01-11,resolvido
1220,4062,2751,Ursula Azevedo,67,Vasos 67,cobrança,2023-11-17,,aberto
1220,4062,2751,Ursula Azevedo,133,Literatura 133,cobrança,2023-11-17,,aberto
1221,1587,2178,Nelson Campos,71,Utensílios 71,defeito,2023-02-17,2023-02-19,resolvido
1221,1587,2178,Nelson Campos,126,Snacks Saudáveis 126,defeito,2023-02-17,2023-02-19,resolvido
1222,3777,625,Igor Azevedo,178,Câmeras 178,troca,2023-12-11,2023-12-14,resolvido
1223,356,739,Ivan Alves,80,Equipamentos de Academia 80,atraso,2023-12-04,2023-12-20,resolvido
1223,356,739,Ivan Alves,32,Calças 32,atraso,2023-12-04,2023-12-20,resolvido
1224,4233,2554,Ana Ribeiro,177,Brinquedos 177,troca,2024-07-18,,aberto
1224,4233,2554,Ana Ribeiro,164,Camisetas 164,troca,2024-07-18,,aberto
1224,4233,2554,Ana Ribeiro,12,Fones de Ouvido 12,troca,2024-07-18,,aberto
1225,8301,845,Letícia Rodrigues,126,Snacks Saudáveis 126,dúvida,2023-03-10,2023-03-12,resolvido
1226,14134,321,Carlos Campos,61,Tapetes 61,cobrança,2023-07-18,,escalado
1226,14134,321,Carlos Campos,12,Fones de Ouvido 12,cobrança,2023-07-18,,escalado
1227,2812,2022,Carlos Moreira,127,Snacks Saudáveis 127,defeito,2024-08-23,2024-09-01,resolvido
1227,2812,2022,Carlos Moreira,42,Acessórios 42,defeito,2024-08-23,2024-09-01,resolvido
1228,9623,2485,Ulisses Sousa,7,Notebooks 7,troca,2023-06-01,2023-06-03,resolvido
1229,6908,1564,Xavier Vieira,192,Agendas 192,dúvida,2024-04-18,,aberto
1229,6908,1564,Xavier Vieira,175,Calçados 175,dúvida,2024-04-18,,aberto
1230,4493,2802,Sandra Cunha,159,Cadeirinhas 159,troca,2023-11-03,2023-11-05,resolvido
1230,4493,2802,Sandra Cunha,55,Luminárias 55,troca,2023-11-03,2023-11-05,resolvido
1230,4493,2802,Sandra Cunha,157,Roupas Infantis 157,troca,2023-11-03,2023-11-05,resolvido
1231,9198,1050,Diana Castro,7,Notebooks 7,troca,2023-07-16,2023-07-24,resolvido
1231,9198,1050,Diana Castro,188,Vitaminas 188,troca,2023-07-16,2023-07-24,resolvido
1231,9198,1050,Diana Castro,123,Vinhos 123,troca,2023-07-16,2023-07-24,resolvido
1232,11362,950,Wagner Azevedo,115,Chás 115,dúvida,2023-05-30,,escalado
1232,11362,950,Wagner Azevedo,183,Chás 183,dúvida,2023-05-30,,escalado
1233,3463,75,Wagner Carvalho,68,Vasos 68,troca,2024-01-15,,aberto
1233,3463,75,Wagner Carvalho,122,Vinhos 122,troca,2024-01-15,,aberto
1234,12360,1649,Wanessa Figueiredo,50,Móveis 50,defeito,2024-07-03,,aberto
1235,615,1905,Amanda Martins,54,Luminárias 54,troca,2023-12-20,,aberto
1235,615,1905,Amanda Martins,158,Cadeirinhas 158,troca,2023-12-20,,aberto
1235,615,1905,Amanda Martins,57,Luminárias 57,troca,2023-12-20,,aberto
1235,615,1905,Amanda Martins,81,Equipamentos de Academia 81,troca,2023-12-20,,aberto
1235,615,1905,Amanda Martins,91,Cosméticos 91,troca,2023-12-20,,aberto
1236,2088,223,Hanna Andrade,171,Fones de Ouvido 171,cobrança,2024-12-18,2024-12-20,resolvido
1236,2088,223,Hanna Andrade,140,Material Escolar 140,cobrança,2024-12-18,2024-12-20,resolvido
1236,2088,223,Hanna Andrade,75,Tênis Esportivo 75,cobrança,2024-12-18,2024-12-20,resolvido
1237,10700,2252,Carlos Barbosa,2,Smartphones 2,cobrança,2023-10-26,2023-11-02,resolvido
1238,3415,2345,Yasmin Neves,157,Roupas Infantis 157,troca,2024-04-12,2024-04-14,resolvido
